sku,repricer_name
"FLEA 123770033257","DS"
"FLEA 123770190597","DS"
"FLEA 123770190810","DS"
"FLEA 123774459242","DS"
"FLEA 123774459275","DS"
"FLEA 123777001444","DS"
"FLEA 123785247125","DS"
"FLEA 123786745030","DS"
"FLEA 123786745085","DS"
"FLEA 123786745087","DS"
"FLEA 123786745155","DS"
"FLEA 123790902081","DS"
"FLEA 123790902137","DS"
"FLEA 123790902237","DS"
"FLEA 123793975352","DS"
"FLEA 123793975588","DS"
"FLEA 123795195067","DS"
"FLEA 123795214655","DS"
"FLEA 123796343044","DS"
"FLEA 123800163050","DS"
"FLEA 123809164641","DS"
"FLEA 123814656285","DS"
"FLEA 123815631564","DS"
"FLEA 123816942838","DS"
"FLEA 123816943071","DS"
"FLEA 123816943315","DS"
"FLEA 123820874873","DS"
"FLEA 123823197084","DS"
"FLEA 123825569638","DS"
"FLEA 123825569702","DS"
"FLEA 123825569765","DS"
"FLEA 123830887575","DS"
"FLEA 123830887591","DS"
"FLEA 123833152162","DS"
"FLEA 123833152310","DS"
"FLEA 123836942760","DS"
"FLEA 123838208304","DS"
"FLEA 123838209057","DS"
"FLEA 123840473250","DS"
"FLEA 123842077995","DS"
"FLEA 123845532268","DS"
"FLEA 123845835531","DS"
"FLEA 123851141898","DS"
"FLEA 123851950932","DS"
"FLEA 123860141728","DS"
"FLEA 123861324403","DS"
"FLEA 123861324417","DS"
"FLEA 123861324458","DS"
"FLEA 123867070766","DS"
"FLEA 123868161555","DS"
"FLEA 123868161656","DS"
"FLEA 123869292121","DS"
"FLEA 123872431474","DS"
"FLEA 123876658954","DS"
"FLEA 123876659155","DS"
"FLEA 123880468263","DS"
"FLEA 123880468301","DS"
"FLEA 123880683645","DS"
"FLEA 123880683670","DS"
"FLEA 123880693496","DS"
"FLEA 123880730077","DS"
"FLEA 123880730152","DS"
"FLEA 123880730355","DS"
"FLEA 123881429256","DS"
"FLEA 123881429305","DS"
"FLEA 123881728349","DS"
"FLEA 123896386637","DS"
"FLEA 123898379689","DS"
"FLEA 123902023213","DS"
"FLEA 123904661657","DS"
"FLEA 123909551848","DS"
"FLEA 123910921228","DS"
"FLEA 123910936403","DS"
"FLEA 123910936489","DS"
"FLEA 123910936699","DS"
"FLEA 123915993508","DS"
"FLEA 123916623554","DS"
"FLEA 123919329101","DS"
"FLEA 123919340756","DS"
"FLEA 123928528478","DS"
"FLEA 123964230086","DS"
"FLEA 123985407703","DS"
"FLEA 123989682035","DS"
"FLEA 123989682342","DS"
"FLEA 123989738284","DS"
"FLEA 123989738350","DS"
"FLEA 123989738355","DS"
"FLEA 123989738361","DS"
"FLEA 123989738450","DS"
"FLEA 123989738488","DS"
"FLEA 123989738496","DS"
"FLEA 123989738498","DS"
"FLEA 123989738543","DS"
"FLEA 123989738569","DS"
"FLEA 123989738639","DS"
"FLEA 123989738686","DS"
"FLEA 123989751749","DS"
"FLEA 123989751772","DS"
"FLEA 123989751788","DS"
"FLEA 123989751828","DS"
"FLEA 123989751838","DS"
"FLEA 123989762290","DS"
"FLEA 123989762293","DS"
"FLEA 123989762323","DS"
"FLEA 123989762352","DS"
"FLEA 123989762354","DS"
"FLEA 123989762366","DS"
"FLEA 123989762451","DS"
"FLEA 123989762549","DS"
"FLEA 123989762983","DS"
"FLEA 123989772800","DS"
"FLEA 123989772838","DS"
"FLEA 123989772878","DS"
"FLEA 123989772929","DS"
"FLEA 123989772997","DS"
"FLEA 123989773002","DS"
"FLEA 123989773048","DS"
"FLEA 123989773159","DS"
"FLEA 123989783551","DS"
"FLEA 123989784092","DS"
"FLEA 123989784877","DS"
"FLEA 123989803292","DS"
"FLEA 123989803388","DS"
"FLEA 123989803507","DS"
"FLEA 123989803516","DS"
"FLEA 123989816181","DS"
"FLEA 123992640845","DS"
"FLEA 123996863389","DS"
"FLEA 123996865051","DS"
"FLEA 123996895445","DS"
"FLEA 123996895450","DS"
"FLEA 123996950632","DS"
"FLEA 123997219132","DS"
"FLEA 123997219555","DS"
"FLEA 123997259211","DS"
"FLEA 123997259305","DS"
"FLEA 123997430157","DS"
"FLEA 123998852209","DS"
"FLEA 124000884764","DS"
"FLEA 124003146064","DS"
"FLEA 124004346797","DS"
"FLEA 124005813727","DS"
"FLEA 124006191928","DS"
"FLEA 124006688336","DS"
"FLEA 124006937225","DS"
"FLEA 124008078615","DS"
"FLEA 124009114195","DS"
"FLEA 124009352963","DS"
"FLEA 124013858860","DS"
"FLEA 124013858975","DS"
"FLEA 124013859004","DS"
"FLEA 124033052589","DS"
"FLEA 124041744140","DS"
"FLEA 124050205041","DS"
"FLEA 124051610553","DS"
"FLEA 124063270900","DS"
"FLEA 124065362289","DS"
"FLEA 124074324146","DS"
"FLEA 124074324468","DS"
"FLEA 124075281800","DS"
"FLEA 124079490751","DS"
"FLEA 124081957661","DS"
"FLEA 124096294871","DS"
"FLEA 124108410774","DS"
"FLEA 124108410807","DS"
"FLEA 124113877522","DS"
"FLEA 124120690123","DS"
"FLEA 124120690138","DS"
"FLEA 124121732397","DS"
"FLEA 124127552442","DS"
"FLEA 124129300837","DS"
"FLEA 124129300915","DS"
"FLEA 124138910558","DS"
"FLEA 124138910559","DS"
"FLEA 124138910560","DS"
"FLEA 124138910582","DS"
"FLEA 124140277694","DS"
"FLEA 124140277701","DS"
"FLEA 124146020790","DS"
"FLEA 124167730158","DS"
"FLEA 124167781512","DS"
"FLEA 124167901222","DS"
"FLEA 124168622402","DS"
"FLEA 124168622629","DS"
"FLEA 124168622630","DS"
"FLEA 124168622692","DS"
"FLEA 124168622717","DS"
"FLEA 124168622721","DS"
"FLEA 124168623262","DS"
"FLEA 124168623399","DS"
"FLEA 124168624484","DS"
"FLEA 124168624886","DS"
"FLEA 124168625549","DS"
"FLEA 124168627080","DS"
"FLEA 124168627543","DS"
"FLEA 124168629052","DS"
"FLEA 124168658020","DS"
"FLEA 124168672073","DS"
"FLEA 124168682158","DS"
"FLEA 124168683022","DS"
"FLEA 124171177537","DS"
"FLEA 124171187748","DS"
"FLEA 124171191741","DS"
"FLEA 124171208203","DS"
"FLEA 124171216643","DS"
"FLEA 124175365141","DS"
"FLEA 124177647620","DS"
"FLEA 124213446031","DS"
"FLEA 124213459101","DS"
"FLEA 124213486121","DS"
"FLEA 124213486178","DS"
"FLEA 124213486182","DS"
"FLEA 124213486186","DS"
"FLEA 124213489317","DS"
"FLEA 124213491737","DS"
"FLEA 124213492221","DS"
"FLEA 124213497315","DS"
"FLEA 124213498130","DS"
"FLEA 124213578787","DS"
"FLEA 124214177542","DS"
"FLEA 124214178008","DS"
"FLEA 124216126925","DS"
"FLEA 124224783298","DS"
"FLEA 124231492849","DS"
"FLEA 124231493018","DS"
"FLEA 124231494207","DS"
"FLEA 124233880787","DS"
"FLEA 124236499359","DS"
"FLEA 124241522330","DS"
"FLEA 124244385616","DS"
"FLEA 124249312421","DS"
"FLEA 124262580934","DS"
"FLEA 124268173009","DS"
"FLEA 124279267066","DS"
"FLEA 124284307356","DS"
"FLEA 124284321718","DS"
"FLEA 124285289817","DS"
"FLEA 124287818795","DS"
"FLEA 124287819165","DS"
"FLEA 124292901714","DS"
"FLEA 124302130794","DS"
"FLEA 124311411862","DS"
"FLEA 124312861815","DS"
"FLEA 124312869763","DS"
"FLEA 124314169341","DS"
"FLEA 124320535304","DS"
"FLEA 124324527273","DS"
"FLEA 124329866842","DS"
"FLEA 131722461904","DS"
"FLEA 131800586354","DS"
"FLEA 131818762119","DS"
"FLEA 131818762278","DS"
"FLEA 131843122586","DS"
"FLEA 131854941004","DS"
"FLEA 131854941703","DS"
"FLEA 131862504419","DS"
"FLEA 131871582958","DS"
"FLEA 131878555004","DS"
"FLEA 131896839883","DS"
"FLEA 131925641533","DS"
"FLEA 131930880714","DS"
"FLEA 131938967066","DS"
"FLEA 131975840723","DS"
"FLEA 131985214382","DS"
"FLEA 132005174504","DS"
"FLEA 132059240906","DS"
"FLEA 132083563410","DS"
"FLEA 132092183617","DS"
"FLEA 132110742416","DS"
"FLEA 132120604526","DS"
"FLEA 132120604998","DS"
"FLEA 132128228829","DS"
"FLEA 132134907922","DS"
"FLEA 132135695672","DS"
"FLEA 132136968653","DS"
"FLEA 132136968682","DS"
"FLEA 132139954798","DS"
"FLEA 132141226272","DS"
"FLEA 132147548045","DS"
"FLEA 132148689962","DS"
"FLEA 132149589053","DS"
"FLEA 132169188857","DS"
"FLEA 132172704979","DS"
"FLEA 132174025346","DS"
"FLEA 132179433462","DS"
"FLEA 132180896446","DS"
"FLEA 132181780303","DS"
"FLEA 132181971257","DS"
"FLEA 132192768230","DS"
"FLEA 132195243245","DS"
"FLEA 132195243317","DS"
"FLEA 132195243366","DS"
"FLEA 132205729135","DS"
"FLEA 132210049517","DS"
"FLEA 132210893550","DS"
"FLEA 132210893570","DS"
"FLEA 132211090141","DS"
"FLEA 132211090184","DS"
"FLEA 132211144853","DS"
"FLEA 132211934317","DS"
"FLEA 132211998126","DS"
"FLEA 132212905053","DS"
"FLEA 132226653736","DS"
"FLEA 132226660191","DS"
"FLEA 132235615665","DS"
"FLEA 132235854685","DS"
"FLEA 132236801438","DS"
"FLEA 132240215316","DS"
"FLEA 132240215510","DS"
"FLEA 132240215730","DS"
"FLEA 132240229511","DS"
"FLEA 132242186153","DS"
"FLEA 132242374167","DS"
"FLEA 132243578788","DS"
"FLEA 132243671527","DS"
"FLEA 132244993589","DS"
"FLEA 132249692681","DS"
"FLEA 132251143879","DS"
"FLEA 132252157442","DS"
"FLEA 132253052628","DS"
"FLEA 132253156582","DS"
"FLEA 132253218830","DS"
"FLEA 132253306592","DS"
"FLEA 132253307015","DS"
"FLEA 132256475528","DS"
"FLEA 132256475564","DS"
"FLEA 132256475610","DS"
"FLEA 132256475672","DS"
"FLEA 132256634695","DS"
"FLEA 132256635586","DS"
"FLEA 132257307905","DS"
"FLEA 132257307946","DS"
"FLEA 132257887481","DS"
"FLEA 132264509606","DS"
"FLEA 132265431862","DS"
"FLEA 132267793059","DS"
"FLEA 132268674022","DS"
"FLEA 132271828357","DS"
"FLEA 132272003118","DS"
"FLEA 132276526037","DS"
"FLEA 132276547340","DS"
"FLEA 132279595168","DS"
"FLEA 132282907769","DS"
"FLEA 132284051256","DS"
"FLEA 132284111917","DS"
"FLEA 132287445122","DS"
"FLEA 132289653626","DS"
"FLEA 132290758141","DS"
"FLEA 132305485758","DS"
"FLEA 132311016522","DS"
"FLEA 132313306725","DS"
"FLEA 132314470244","DS"
"FLEA 132330296877","DS"
"FLEA 132336464822","DS"
"FLEA 132340913612","DS"
"FLEA 132342871721","DS"
"FLEA 132343040902","DS"
"FLEA 132345418290","DS"
"FLEA 132349860757","DS"
"FLEA 132352340475","DS"
"FLEA 132359796920","DS"
"FLEA 132359797632","DS"
"FLEA 132366503584","DS"
"FLEA 132369433961","DS"
"FLEA 132375311639","DS"
"FLEA 132384344476","DS"
"FLEA 132384425566","DS"
"FLEA 132384437069","DS"
"FLEA 132384437103","DS"
"FLEA 132397789825","DS"
"FLEA 132398701727","DS"
"FLEA 132401406508","DS"
"FLEA 132401463037","DS"
"FLEA 132401463340","DS"
"FLEA 132405668478","DS"
"FLEA 132405668924","DS"
"FLEA 132407866699","DS"
"FLEA 132409253414","DS"
"FLEA 132410384403","DS"
"FLEA 132418805331","DS"
"FLEA 132418805530","DS"
"FLEA 132422639602","DS"
"FLEA 132431169408","DS"
"FLEA 132434915214","DS"
"FLEA 132463491783","DS"
"FLEA 132471800859","DS"
"FLEA 132474779444","DS"
"FLEA 132479223157","DS"
"FLEA 132486651826","DS"
"FLEA 132488243876","DS"
"FLEA 132491642566","DS"
"FLEA 132491642572","DS"
"FLEA 132494887252","DS"
"FLEA 132499004231","DS"
"FLEA 132502623198","DS"
"FLEA 132503612720","DS"
"FLEA 132510621595","DS"
"FLEA 132521215667","DS"
"FLEA 132532440030","DS"
"FLEA 132535492831","DS"
"FLEA 132544221178","DS"
"FLEA 132547935929","DS"
"FLEA 132562322039","DS"
"FLEA 132566726663","DS"
"FLEA 132569418939","DS"
"FLEA 132579017862","DS"
"FLEA 132579143266","DS"
"FLEA 132579222295","DS"
"FLEA 132584972410","DS"
"FLEA 132594699369","DS"
"FLEA 132594795579","DS"
"FLEA 132597622743","DS"
"FLEA 132604058489","DS"
"FLEA 132606088528","DS"
"FLEA 132613822747","DS"
"FLEA 132616329291","DS"
"FLEA 132617579860","DS"
"FLEA 132621922720","DS"
"FLEA 132625198332","DS"
"FLEA 132633463130","DS"
"FLEA 132634510217","DS"
"FLEA 132634510247","DS"
"FLEA 132634881009","DS"
"FLEA 132640424688","DS"
"FLEA 132640424738","DS"
"FLEA 132658826963","DS"
"FLEA 132659001199","DS"
"FLEA 132659105015","DS"
"FLEA 132668537706","DS"
"FLEA 132668848372","DS"
"FLEA 132673692933","DS"
"FLEA 132673826668","DS"
"FLEA 132678416824","DS"
"FLEA 132678416833","DS"
"FLEA 132678416847","DS"
"FLEA 132680417011","DS"
"FLEA 132680484771","DS"
"FLEA 132680613832","DS"
"FLEA 132680734527","DS"
"FLEA 132681499962","DS"
"FLEA 132682914458","DS"
"FLEA 132686479009","DS"
"FLEA 132688258077","DS"
"FLEA 132689229027","DS"
"FLEA 132689350588","DS"
"FLEA 132690753189","DS"
"FLEA 132690753232","DS"
"FLEA 132690929336","DS"
"FLEA 132692316015","DS"
"FLEA 132692375789","DS"
"FLEA 132692418198","DS"
"FLEA 132696595542","DS"
"FLEA 132698257569","DS"
"FLEA 132698300546","DS"
"FLEA 132698322361","DS"
"FLEA 132699662580","DS"
"FLEA 132700646675","DS"
"FLEA 132702550410","DS"
"FLEA 132705448776","DS"
"FLEA 132706872578","DS"
"FLEA 132710010493","DS"
"FLEA 132711267373","DS"
"FLEA 132715000675","DS"
"FLEA 132718038857","DS"
"FLEA 132723782092","DS"
"FLEA 132723782136","DS"
"FLEA 132725004664","DS"
"FLEA 132727875075","DS"
"FLEA 132728265059","DS"
"FLEA 132729540346","DS"
"FLEA 132732932775","DS"
"FLEA 132733127203","DS"
"FLEA 132742661590","DS"
"FLEA 132742661941","DS"
"FLEA 132745370708","DS"
"FLEA 132746377672","DS"
"FLEA 132752459505","DS"
"FLEA 132759603291","DS"
"FLEA 132759603346","DS"
"FLEA 132759603382","DS"
"FLEA 132760976271","DS"
"FLEA 132763601974","DS"
"FLEA 132763601995","DS"
"FLEA 132764280498","DS"
"FLEA 132764280500","DS"
"FLEA 132764280533","DS"
"FLEA 132773209826","DS"
"FLEA 132778469880","DS"
"FLEA 132778469976","DS"
"FLEA 132779677928","DS"
"FLEA 132780813811","DS"
"FLEA 132784619030","DS"
"FLEA 132793544933","DS"
"FLEA 132793545075","DS"
"FLEA 132797565249","DS"
"FLEA 132799075959","DS"
"FLEA 132803151437","DS"
"FLEA 132813512675","DS"
"FLEA 132813571028","DS"
"FLEA 132814885465","DS"
"FLEA 132816286625","DS"
"FLEA 132820518580","DS"
"FLEA 132820996733","DS"
"FLEA 132821057585","DS"
"FLEA 132828957467","DS"
"FLEA 132830186930","DS"
"FLEA 132830186959","DS"
"FLEA 132831302225","DS"
"FLEA 132846291870","DS"
"FLEA 132848442726","DS"
"FLEA 132848442760","DS"
"FLEA 132848442834","DS"
"FLEA 132853399945","DS"
"FLEA 132854600865","DS"
"FLEA 132855502445","DS"
"FLEA 132856567167","DS"
"FLEA 132856567187","DS"
"FLEA 132856567195","DS"
"FLEA 132856567232","DS"
"FLEA 132856567462","DS"
"FLEA 132856567471","DS"
"FLEA 132856567520","DS"
"FLEA 132856567620","DS"
"FLEA 132856567697","DS"
"FLEA 132856567724","DS"
"FLEA 132856573158","DS"
"FLEA 132856583207","DS"
"FLEA 132863351579","DS"
"FLEA 132880709806","DS"
"FLEA 132887279815","DS"
"FLEA 132893164584","DS"
"FLEA 132893164599","DS"
"FLEA 132893164629","DS"
"FLEA 132893164630","DS"
"FLEA 132893164668","DS"
"FLEA 132893711485","DS"
"FLEA 132894334383","DS"
"FLEA 132895310203","DS"
"FLEA 132895310254","DS"
"FLEA 132895310260","DS"
"FLEA 132895501514","DS"
"FLEA 132898031237","DS"
"FLEA 132901963798","DS"
"FLEA 132901963917","DS"
"FLEA 132908270408","DS"
"FLEA 132908270416","DS"
"FLEA 132911401372","DS"
"FLEA 132911410297","DS"
"FLEA 132914300966","DS"
"FLEA 132914598366","DS"
"FLEA 132915477600","DS"
"FLEA 132915480823","DS"
"FLEA 132920393476","DS"
"FLEA 132920393557","DS"
"FLEA 132920656206","DS"
"FLEA 132920656208","DS"
"FLEA 132921293499","DS"
"FLEA 132926948221","DS"
"FLEA 132928654087","DS"
"FLEA 132928654122","DS"
"FLEA 132928654128","DS"
"FLEA 132928879658","DS"
"FLEA 132928879722","DS"
"FLEA 132929920701","DS"
"FLEA 132932936758","DS"
"FLEA 132943839117","DS"
"FLEA 132943839192","DS"
"FLEA 132943855151","DS"
"FLEA 132945016176","DS"
"FLEA 132953721283","DS"
"FLEA 132966132555","DS"
"FLEA 132966132600","DS"
"FLEA 132971600898","DS"
"FLEA 132975710099","DS"
"FLEA 132975710105","DS"
"FLEA 132975710265","DS"
"FLEA 132975710341","DS"
"FLEA 132975710748","DS"
"FLEA 132976901991","DS"
"FLEA 132980909247","DS"
"FLEA 132985892125","DS"
"FLEA 132987448093","DS"
"FLEA 132987449114","DS"
"FLEA 132988910526","DS"
"FLEA 132989988386","DS"
"FLEA 132989988429","DS"
"FLEA 132995174695","DS"
"FLEA 132997686237","DS"
"FLEA 132997686385","DS"
"FLEA 133009297854","DS"
"FLEA 133010860104","DS"
"FLEA 133010860105","DS"
"FLEA 133010860153","DS"
"FLEA 133010860158","DS"
"FLEA 133010860159","DS"
"FLEA 133010860163","DS"
"FLEA 133013002532","DS"
"FLEA 133016750548","DS"
"FLEA 133016750749","DS"
"FLEA 133037951087","DS"
"FLEA 133052076573","DS"
"FLEA 133052076610","DS"
"FLEA 133052076722","DS"
"FLEA 133053181477","DS"
"FLEA 133053182088","DS"
"FLEA 133053182348","DS"
"FLEA 133053182503","DS"
"FLEA 133053182605","DS"
"FLEA 133053183029","DS"
"FLEA 133053184043","DS"
"FLEA 133053184185","DS"
"FLEA 133053976991","DS"
"FLEA 133054174506","DS"
"FLEA 133060517658","DS"
"FLEA 133060523104","DS"
"FLEA 133062746891","DS"
"FLEA 133067554832","DS"
"FLEA 133067554897","DS"
"FLEA 133068908291","DS"
"FLEA 133068908972","DS"
"FLEA 133068909020","DS"
"FLEA 133068909109","DS"
"FLEA 133072626941","DS"
"FLEA 133072626983","DS"
"FLEA 133072626996","DS"
"FLEA 133072627062","DS"
"FLEA 133072831947","DS"
"FLEA 133072831965","DS"
"FLEA 133083022150","DS"
"FLEA 133089362886","DS"
"FLEA 133089362899","DS"
"FLEA 133089362938","DS"
"FLEA 133092800789","DS"
"FLEA 133094145439","DS"
"FLEA 133094938259","DS"
"FLEA 133096593286","DS"
"FLEA 133096606423","DS"
"FLEA 133103523721","DS"
"FLEA 133104593060","DS"
"FLEA 133104593458","DS"
"FLEA 133104783856","DS"
"FLEA 133108196783","DS"
"FLEA 133108356945","DS"
"FLEA 133109972037","DS"
"FLEA 133112776160","DS"
"FLEA 133112776170","DS"
"FLEA 133113874700","DS"
"FLEA 133120629492","DS"
"FLEA 133120647742","DS"
"FLEA 133131146444","DS"
"FLEA 133132094599","DS"
"FLEA 133132094601","DS"
"FLEA 133132094602","DS"
"FLEA 133132094663","DS"
"FLEA 133132094680","DS"
"FLEA 133132094722","DS"
"FLEA 133132094731","DS"
"FLEA 133132094882","DS"
"FLEA 133136249783","DS"
"FLEA 133137118511","DS"
"FLEA 133137118551","DS"
"FLEA 133138070452","DS"
"FLEA 133138070498","DS"
"FLEA 133138070542","DS"
"FLEA 133140649255","DS"
"FLEA 133140683550","DS"
"FLEA 133144166385","DS"
"FLEA 133147213814","DS"
"FLEA 133147322689","DS"
"FLEA 133147322826","DS"
"FLEA 133147354634","DS"
"FLEA 133147909102","DS"
"FLEA 133147909159","DS"
"FLEA 133147986157","DS"
"FLEA 133147986183","DS"
"FLEA 133147986305","DS"
"FLEA 133149059016","DS"
"FLEA 133152921210","DS"
"FLEA 133160535914","DS"
"FLEA 133168912413","DS"
"FLEA 133177815303","DS"
"FLEA 133181193457","DS"
"FLEA 133205425610","DS"
"FLEA 133205881714","DS"
"FLEA 133206547115","DS"
"FLEA 133239497967","DS"
"FLEA 133240415856","DS"
"FLEA 133246834460","DS"
"FLEA 133252687804","DS"
"FLEA 133252687982","DS"
"FLEA 133252745008","DS"
"FLEA 133252745017","DS"
"FLEA 133252770650","DS"
"FLEA 133252770687","DS"
"FLEA 133252770908","DS"
"FLEA 133252772679","DS"
"FLEA 133252773101","DS"
"FLEA 133252773180","DS"
"FLEA 133252773526","DS"
"FLEA 133252790191","DS"
"FLEA 133252790371","DS"
"FLEA 133252790740","DS"
"FLEA 133252790751","DS"
"FLEA 133252790975","DS"
"FLEA 133252791382","DS"
"FLEA 133252808029","DS"
"FLEA 133252808107","DS"
"FLEA 133252808127","DS"
"FLEA 133252808392","DS"
"FLEA 133252823074","DS"
"FLEA 133252823121","DS"
"FLEA 133252823131","DS"
"FLEA 133252823176","DS"
"FLEA 133252835251","DS"
"FLEA 133252835305","DS"
"FLEA 133252856172","DS"
"FLEA 133252856185","DS"
"FLEA 133252856361","DS"
"FLEA 133252869073","DS"
"FLEA 133252869081","DS"
"FLEA 133252869098","DS"
"FLEA 133252869146","DS"
"FLEA 133252869147","DS"
"FLEA 133252869165","DS"
"FLEA 133252869170","DS"
"FLEA 133252869231","DS"
"FLEA 133255693695","DS"
"FLEA 133259571558","DS"
"FLEA 133259571892","DS"
"FLEA 133259592680","DS"
"FLEA 133259592704","DS"
"FLEA 133260098261","DS"
"FLEA 133262186994","DS"
"FLEA 133264274654","DS"
"FLEA 133266249897","DS"
"FLEA 133267543714","DS"
"FLEA 133267602117","DS"
"FLEA 133269304733","DS"
"FLEA 133274738274","DS"
"FLEA 133274738318","DS"
"FLEA 133274738325","DS"
"FLEA 133274738366","DS"
"FLEA 133277013342","DS"
"FLEA 133278483815","DS"
"FLEA 133290564440","DS"
"FLEA 133296974689","DS"
"FLEA 133304721613","DS"
"FLEA 133304936269","DS"
"FLEA 133308128543","DS"
"FLEA 133308128931","DS"
"FLEA 133313840418","DS"
"FLEA 133322119675","DS"
"FLEA 133327839391","DS"
"FLEA 133330480078","DS"
"FLEA 133333052829","DS"
"FLEA 133337425939","DS"
"FLEA 133341132225","DS"
"FLEA 133344812403","DS"
"FLEA 133353014919","DS"
"FLEA 133357695732","DS"
"FLEA 133364310700","DS"
"FLEA 133369603928","DS"
"FLEA 133375288063","DS"
"FLEA 133375470814","DS"
"FLEA 133376397254","DS"
"FLEA 133376937042","DS"
"FLEA 133376937053","DS"
"FLEA 133376937078","DS"
"FLEA 133377842686","DS"
"FLEA 133378073868","DS"
"FLEA 133378103927","DS"
"FLEA 133378664951","DS"
"FLEA 133388018516","DS"
"FLEA 133396439357","DS"
"FLEA 133396440772","DS"
"FLEA 133396447521","DS"
"FLEA 133396481447","DS"
"FLEA 133396506656","DS"
"FLEA 133397037962","DS"
"FLEA 133397040115","DS"
"FLEA 133397040197","DS"
"FLEA 133397040744","DS"
"FLEA 133397040779","DS"
"FLEA 133397041206","DS"
"FLEA 133397041401","DS"
"FLEA 133397041556","DS"
"FLEA 133397062701","DS"
"FLEA 133397062856","DS"
"FLEA 133397089963","DS"
"FLEA 133397793803","DS"
"FLEA 133397794247","DS"
"FLEA 133398902694","DS"
"FLEA 133401853647","DS"
"FLEA 133401883825","DS"
"FLEA 133408807122","DS"
"FLEA 133411375693","DS"
"FLEA 133427409205","DS"
"FLEA 133430348791","DS"
"FLEA 133430360232","DS"
"FLEA 133430360377","DS"
"FLEA 133430360388","DS"
"FLEA 133430364972","DS"
"FLEA 133430374400","DS"
"FLEA 133430375119","DS"
"FLEA 133430375138","DS"
"FLEA 133430375211","DS"
"FLEA 133430375215","DS"
"FLEA 133430375388","DS"
"FLEA 133430376739","DS"
"FLEA 133430378557","DS"
"FLEA 133430379379","DS"
"FLEA 133430380067","DS"
"FLEA 133430381306","DS"
"FLEA 133430478703","DS"
"FLEA 133430492711","DS"
"FLEA 133430929643","DS"
"FLEA 133434655587","DS"
"FLEA 133434658530","DS"
"FLEA 133439936064","DS"
"FLEA 133446431605","DS"
"FLEA 133447243099","DS"
"FLEA 133448157728","DS"
"FLEA 133449042741","DS"
"FLEA 133451709430","DS"
"FLEA 133453469140","DS"
"FLEA 133458191488","DS"
"FLEA 133459581719","DS"
"FLEA 133459583544","DS"
"FLEA 133460893161","DS"
"FLEA 133464397401","DS"
"FLEA 133464413107","DS"
"FLEA 133465149626","DS"
"FLEA 133471056571","DS"
"FLEA 133472604026","DS"
"FLEA 133479608366","DS"
"FLEA 133483667676","DS"
"FLEA 133483673141","DS"
"FLEA 133484111898","DS"
"FLEA 133484354840","DS"
"FLEA 133484357809","DS"
"FLEA 133484357885","DS"
"FLEA 133486021702","DS"
"FLEA 133492433594","DS"
"FLEA 133493358417","DS"
"FLEA 133496024189","DS"
"FLEA 133504136680","DS"
"FLEA 133505105346","DS"
"FLEA 133505126430","DS"
"FLEA 133508617522","DS"
"FLEA 133514159740","DS"
"FLEA 133514160148","DS"
"FLEA 161946954220","DS"
"FLEA 162369935676","DS"
"FLEA 162717427330","DS"
"FLEA 162894626963","DS"
"FLEA 163144485258","DS"
"FLEA 163596477953","DS"
"FLEA 163655371423","DS"
"FLEA 163666333962","DS"
"FLEA 163690968996","DS"
"FLEA 163837312954","DS"
"FLEA 163837318775","DS"
"FLEA 163837367401","DS"
"FLEA 163837369025","DS"
"FLEA 163837371571","DS"
"FLEA 163837372816","DS"
"FLEA 182713431444","DS"
"FLEA 182988315429","DS"
"FLEA 183055138729","DS"
"FLEA 183055140574","DS"
"FLEA 183055141133","DS"
"FLEA 183055142356","DS"
"FLEA 183055143319","DS"
"FLEA 183100647722","DS"
"FLEA 183443784159","DS"
"FLEA 184025382364","DS"
"FLEA 192149139250","DS"
"FLEA 192543141156","DS"
"FLEA 291629986003","DS"
"FLEA 291629987254","DS"
"FLEA 291629991496","DS"
"FLEA 291848433995","DS"
"FLEA 291848434017","DS"
"FLEA 291953343509","DS"
"FLEA 292837664985","DS"
"FLEA 293668732241","DS"
"FLEA 293668732273","DS"
"FLEA 293709103998","DS"
"FLEA 321919853250","DS"
"FLEA 323134004246","DS"
"FLEA 331141080797","DS"
"FLEA 331151481668","DS"
"FLEA 331160879882","DS"
"FLEA 331594790959","DS"
"FLEA 331707863405","DS"
"FLEA 331760835185","DS"
"FLEA 331774980120","DS"
"FLEA 331785844590","DS"
"FLEA 331889127964","DS"
"FLEA 331907766938","DS"
"FLEA 331912680260","DS"
"FLEA 331978367980","DS"
"FLEA 331987113721","DS"
"FLEA 332007617099","DS"
"FLEA 332069834811","DS"
"FLEA 332086754702","DS"
"FLEA 332086754736","DS"
"FLEA 332111999142","DS"
"FLEA 332162224526","DS"
"FLEA 332243559884","DS"
"FLEA 332263791606","DS"
"FLEA 332263791611","DS"
"FLEA 332267674767","DS"
"FLEA 332272749828","DS"
"FLEA 332299107835","DS"
"FLEA 332324386378","DS"
"FLEA 332359901471","DS"
"FLEA 332385488757","DS"
"FLEA 332386500590","DS"
"FLEA 332388702202","DS"
"FLEA 332400848260","DS"
"FLEA 332461619853","DS"
"FLEA 332492627681","DS"
"FLEA 332492637436","DS"
"FLEA 332492639164","DS"
"FLEA 332492639394","DS"
"FLEA 332492646362","DS"
"FLEA 332512362410","DS"
"FLEA 332527384108","DS"
"FLEA 332531575747","DS"
"FLEA 332555329953","DS"
"FLEA 332564407759","DS"
